R_stu,I_stu,A_stu,S_stu,E_stu,C_stu,R_voc,I_voc,A_voc,S_voc,E_voc,C_,Hitrate,Firstcodepercentage,Twocodespercentage,Decliningrate,Delayrate,StudySuspensionrate,TotalSuspensionrate,Dropoutrate,Dropoutrate_interest,dropoutrateduetointerest,salaryafter3yr_00schyr_master,salaryafter3yr_00schyr_bachelor,emplorateafter3yr_00schyr_master,emplorateafter3yr_00schyr_bachelor,emplorateGrowthratebysch,salarychangesbysch,emplorateGrowthratebysyr,salarychangesbyyr,salary_mas_vs_bach,emplorate_mas_vs_bach
1,1,0,0,0,0,0,1,0,0,0,1,4,0.59,0.32,0.018759127,0.040150565,0.020939086,0.039340102,0.01200565,0.01059322,0.003531073,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
0,0,0,0,1,1,0,0,0,0,1,1,6,0.46,0.34,-0.190949498,0.016042781,0.025839793,0.063307494,0.022255193,0.011869436,0.00148368,49711,35007,0.9317,0.8756,-0.0057,4187.5,0.0136,5328,1.42003028,1.064070352
1,1,0,0,0,0,1,1,0,0,0,0,6,0.5,0.5,0.020964648,0.017094017,0.015625,0.028409091,0.013888889,0.006944444,0,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,0,1,1,0,0,0,0,6,0.5,0.5,-0.176526021,0.016985138,0.028421053,0.043157895,0.013493253,0.011994003,0,60185,36818,0.9085,0.7526,0.03,591.67,0.0165,7399,1.634662393,1.207148552
1,1,0,0,0,0,1,1,0,0,0,0,6,0.55,0.46,-0.025432353,0.021715527,0.025966851,0.038674033,0.010764873,0.005665722,0,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
0,0,0,1,1,1,0,0,0,0,1,1,5,0.71,0.54,-0.172934342,0.023026316,0.030100334,0.060200669,0.022959184,0.017857143,0.010204082,60184,30676,0.9302,0.8803,0.0231,810,0.0145,2621,1.961924632,1.056685221
1,1,0,0,0,0,1,1,0,0,0,0,6,0.48,0.44,-0.159953814,0.021907216,0.034105534,0.068854569,0.019087137,0.014107884,0.001659751,52645,32010,0.9564,0.9041,0.0041,-581,0.0112,5193,1.644642299,1.057847583
1,1,0,0,0,0,1,1,0,0,0,0,6,0.44,0.44,-0.272120568,0.018480493,0.022088353,0.037148594,0.017948718,0.015384615,0,56995,34438,0.9652,0.8212,-0.0127,7497.5,0.0083,5098,1.655003194,1.175353142
1,1,0,0,0,1,0,1,0,0,0,1,5,0.45,0.25,-0.111695906,0.018575851,0.043613707,0.073208723,0.0248307,0.015801354,0,50944,33268,0.9042,0.7735,0.1107,-84.75,0.0147,3756,1.53132139,1.168972204
1,1,0,0,0,0,1,0,0,0,1,1,3,0.43,0.29,-0.193389776,0.019206146,0.025291829,0.068741894,0.021376086,0.02004008,0,42716,31152,0.9369,0.8844,0.0578,1762.8,0.0017,3280,1.371212121,1.05936228
1,1,0,0,0,0,1,1,0,0,0,0,6,0.5,0.5,-0.260289668,0.015789474,0.025811791,0.100103545,0.030451866,0.026522593,0.000982318,57012,31724,0.954,0.8142,0.0051,2206.5,0.0373,5487,1.797125205,1.171702284
0,0,1,0,0,0,0,0,1,0,1,0,5,0.5,0.2,-0.143769592,0.054455446,0.049160671,0.145083933,0.053221289,0.033613445,0,39943,27968,0.8996,0.8815,-0.0097,1840.4,0.0445,3785,1.428167906,1.020533182
1,0,0,0,1,1,0,0,0,0,1,1,5,0.4,0.33,-0.182613516,0.02826087,0.034521158,0.100222717,0.026,0.024,0.002,60184,30676,0.9302,0.8803,0.0231,810,0.0145,2621,1.961924632,1.056685221
0,0,1,1,0,0,0,0,1,1,0,0,6,0.36,0.21,0.000186595,0.030136986,0.031830239,0.091511936,0.038674033,0.034990792,0,55646,32146,0.8457,0.8159,0.0163,326.25,0.0154,2303,1.731039632,1.036524084
1,1,0,0,0,0,1,1,0,0,0,0,6,0.56,0.33,-0.143870143,0.036299766,0.013706794,0.035160906,0.02020202,0.017094017,0,54061,35251,0.9551,0.8842,-0.0079,3279.7,0.0558,3865,1.533601884,1.080185478
1,1,0,0,0,0,1,1,0,0,0,0,6,0.44,0.44,-0.190932826,0.039577836,0.018458513,0.049448876,0.027932961,0.024208566,0.001862197,56995,34438,0.9652,0.8212,-0.0127,7497.5,0.0083,5098,1.655003194,1.175353142
0,0,1,1,0,0,0,0,1,1,0,0,6,0.42,0.19,-0.087713154,0.052459016,0.033444816,0.081939799,0.040948276,0.032327586,0.004310345,51172,32392,0.9478,0.8054,-0.0158,1138.75,0.0196,1348,1.579772783,1.176806556
1,1,0,0,0,1,1,1,0,0,0,0,5,0.4,0.3,-0.139049534,0.026737968,0.034401321,0.0876218,0.039808917,0.035031847,0,39669,30866,0.8633,0.8438,0.0163,4005.67,0.0371,5015,1.285200544,1.023109742
0,0,1,1,0,0,0,0,1,1,1,1,4,0.27,0.15,0.011806232,0.078717201,0.037249284,0.091690544,0.026315789,0.024671053,0,45886,31111,0.8489,0.8639,0.0657,217.67,0.046,2670,1.47491241,0.982636879
1,1,0,0,0,0,1,1,0,0,0,0,6,0.33,0.33,-0.110618358,0.042402827,0.035097838,0.116273605,0.044619423,0.039370079,0,41235,32106,0.9067,0.6571,0.0225,9128.33,0.024,3242,1.284339376,1.37985086
1,1,0,0,0,0,1,1,0,0,0,0,6,0.5,0.5,-0.243365471,0.009677419,0.03219697,0.115530303,0.03654485,0.029900332,0,52487,30664,0.9539,0.8306,-0.0023,3555.5,0.0122,5908,1.711681451,1.148446906
0,0,0,0,1,1,0,0,0,0,1,1,6,0.46,0.34,-0.133744779,0.028571429,0.018222615,0.058665941,0.030726257,0.027932961,0,49711,35007,0.9317,0.8756,-0.0057,4187.5,0.0136,5328,1.42003028,1.064070352
0,0,0,1,1,1,0,0,0,0,1,1,5,0.71,0.54,-0.19682114,0.035320088,0.024122807,0.073464912,0.029739777,0.026022305,0,48024,30451,0.9222,0.8843,-0.0123,345.17,0.034,3898,1.577091064,1.042858758
1,1,0,0,0,0,1,1,0,0,0,0,6,0.57,0.57,-0.246065685,0.025706941,0.019898687,0.059696062,0.028493894,0.027137042,0,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,0,1,1,0,0,0,0,6,0.25,0.25,-0.135392512,0.032258065,0.028169014,0.068661972,0.032327586,0.030172414,0.002155172,43830,33686,0.9632,0.791,-0.0442,3394.67,0.0381,2489,1.301134002,1.217699115
1,1,0,0,0,0,1,1,0,0,0,0,6,0.6,0.6,-0.237338391,0.017295597,0.029411765,0.088235294,0.037539103,0.03649635,0,60601,34097,0.9663,0.8288,0.0019,3008.25,0.0119,6024,1.777311787,1.16590251
1,1,0,0,0,0,1,1,0,0,0,0,6,0.5,0.5,-0.162801484,0.029315961,0.027687296,0.063517915,0.016806723,0.012605042,0.004201681,52645,32010,0.9564,0.9041,0.0041,-581,0.0112,5193,1.644642299,1.057847583
0,0,1,1,1,1,0,0,0,0,1,1,4,0.36,0.21,0.064388357,0.042553191,0.006779661,0.013559322,0.006779661,0.006779661,0,74074,34554,0.8597,0.6386,0.0225,-59,0.024,4410,2.143717081,1.34622612
0,1,1,1,0,0,0,1,0,1,0,0,5,1,1,-0.080753968,0.078787879,0.037037037,0.108024691,0.074712644,0.074712644,0,54095,38687,0.968,0.8774,0.0146,-2980.97,0.0202,1623,1.398273322,1.103259631
1,1,0,0,0,0,1,1,0,0,0,0,6,0.77,0.69,-0.111942723,0.035608309,0.033270697,0.074278766,0.035714286,0.030844156,0.001623377,60185,36818,0.9085,0.7526,0.03,591.67,0.0165,7399,1.634662393,1.207148552
1,0,1,0,0,0,0,1,1,1,1,0,2,0.5,0.25,-0.149826553,0.091537133,0.050933786,0.149405772,0.037777778,0.036666667,0.001111111,42786,29201,0.9218,0.8985,0.0483,4174.33,0.0185,2633,1.465223794,1.025932109
0,0,0,1,1,0,0,0,1,0,1,0,4,0.33,0.22,-0.024712693,0.057613169,0.012121657,0.022210794,0.029339853,0.019559902,0,48173,36402,0.8182,0.7395,0.044,1725.33,0.019,3208,1.323361354,1.106423259
0,1,0,0,1,1,0,0,0,0,1,1,5,0.5,0.31,-0.106809429,0.027027027,0.022928571,0.049,0.026143791,0.026143791,0,51856,32077,0.937,0.866,-0.0051,2340.75,0.0084,4356,1.616610032,1.081986143
0,0,1,0,1,1,1,1,1,1,1,1,3,0.6,0.2,-0.209566251,0.066037736,0.051245421,0.130879121,0.032102729,0.028892456,0,39384,31038,0.9487,0.8384,0.057,901.5,0.0036,3557,1.268896192,1.131560115
1,1,0,0,0,0,1,0,0,0,1,1,3,0.43,0.29,-0.136310231,0.023972603,0.037166784,0.075483755,0.034482759,0.02955665,0,45632,35747,1,0.9167,-0.0466,-1273,0.0589,10483,1.276526702,1.090869423
0,0,0,0,1,1,0,0,0,0,1,1,6,0.65,0.57,-0.1458117,0.013550136,0.015277778,0.038888889,0.019736842,0.015350877,0,45863,33294,0.9381,0.9083,0.0092,947.33,0.036,3579,1.377515468,1.032808543
0,0,0,0,1,1,0,0,0,0,1,1,6,0.36,0.36,-0.035056075,0.05033557,0.018965517,0.036206897,0.030092593,0.027777778,0.002314815,47891,35605,0.9136,0.8507,-0.0288,3054.75,0.0033,4175,1.345063896,1.073939109
1,1,0,0,0,0,0,1,0,0,0,1,4,0.59,0.32,-0.195543321,0.025125628,0.032442748,0.086513995,0.024342105,0.024342105,0.000657895,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,0,1,1,0,0,0,0,6,0.5,0.5,-0.157487229,0.011560694,0.016871166,0.052147239,0.029733959,0.025039124,0,60601,34097,0.9663,0.8288,0.0019,3008.25,0.0119,6024,1.777311787,1.16590251
1,1,0,0,0,0,1,1,0,0,0,0,6,0.55,0.46,-0.184922962,0.027131783,0.028649922,0.087519623,0.026086957,0.022774327,0,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,1,0,1,0,0,0,1,5,0.45,0.25,-0.172125547,0.058394161,0.038677804,0.082714948,0.030769231,0.026373626,0,50944,33268,0.9042,0.7735,0.1107,-84.75,0.0147,3756,1.53132139,1.168972204
1,1,0,0,0,0,1,1,0,0,0,0,6,0.48,0.44,-0.205781561,0.029117379,0.021139706,0.060202206,0.021130221,0.017199017,0,52645,32010,0.9564,0.9041,0.0041,-581,0.0112,5193,1.644642299,1.057847583
0,0,1,1,1,0,0,0,1,1,0,0,5,0.36,0.27,-0.050721729,0.058282209,0.029411765,0.089783282,0.027196653,0.020920502,0,48323,32744,0.8476,0.8029,-0.0023,-2966,0.0254,2259,1.475781823,1.055673185
1,1,0,0,0,0,1,1,0,0,0,0,6,0.64,0.55,-0.153460919,0.028985507,0.020250169,0.062525355,0.019891501,0.016274864,0,44064,28970,0.9532,0.8765,-0.0296,4588.15,0.0466,4716,1.521021747,1.087507131
0,1,1,1,0,0,0,1,0,1,0,0,5,1,1,-0.104312354,0.063380282,0.048529412,0.111764706,0.067226891,0.050420168,0,54095,38687,0.968,0.8774,0.0146,-2980.97,0.0202,1623,1.398273322,1.103259631
0,1,0,0,0,0,0,1,0,0,0,1,5,1,1,-0.053898874,0,0.064705882,0.117647059,0.062992126,0.062992126,0,53560,49218,0.949,0.8689,0.0266,3097.25,0.0374,3904,1.088219757,1.092185522
0,0,0,1,0,1,0,1,0,1,0,0,4,0.71,0.57,-0.135451157,0.012987013,0.028438819,0.067313643,0.035087719,0.032163743,0,69710,52190,0.9614,0.9602,-0.0074,1539.67,0.005,2271,1.335696494,1.00124974
1,1,0,0,0,0,1,0,0,0,1,1,3,0.43,0.29,-0.126253694,0.024482109,0.01417004,0.029352227,0.029481132,0.029481132,0.010613208,42716,31152,0.9369,0.8844,0.0578,1762.8,0.0017,3280,1.371212121,1.05936228
1,1,0,0,0,0,1,1,0,0,0,0,6,0.56,0.33,-0.07286269,0.051219512,0.025188917,0.044080605,0.023346304,0.023346304,0.010376135,54061,35251,0.9551,0.8842,-0.0079,3279.7,0.0558,3865,1.533601884,1.080185478
0,0,1,1,0,0,0,0,1,1,1,1,4,0.27,0.15,-0.081919499,0.039800995,0.046568627,0.093137255,0.019830028,0.019830028,0.005665722,45886,31111,0.8489,0.8639,0.0657,217.67,0.046,2670,1.47491241,0.982636879
1,1,0,0,0,0,1,1,0,0,0,0,6,0.33,0.25,-0.057037519,0.015659955,0.032585941,0.059772467,0.029411765,0.027863777,0.017027864,42664,30968,0.9091,0.7883,0.007,1791,0.0087,2463,1.377680186,1.153241152
1,1,0,0,0,0,1,1,0,0,0,0,6,0.48,0.44,-0.056766209,0.026785714,0.016129032,0.048387097,0.025114155,0.025114155,0.011415525,52645,32010,0.9564,0.9041,0.0041,-581,0.0112,5193,1.644642299,1.057847583
1,0,0,1,1,0,0,0,0,0,1,1,3,0.56,0.33,-0.029166667,0.02994012,0.022251272,0.043986716,0.037288136,0.033898305,0.010169492,50942,29458,0.9199,0.8771,0.0126,-249.33,0.0084,1885,1.729309525,1.048797173
1,1,0,0,0,0,1,1,0,0,0,0,6,0.5,0.5,-0.05447727,0.01826484,0.014038877,0.035637149,0.023114355,0.02189781,0.008515815,38367,27171,0.9663,0.865,0.0138,1399.2,0.024,2350,1.412056973,1.117109827
1,1,0,0,0,0,1,1,0,0,0,0,6,0.57,0.43,-0.097229158,0.04048583,0.019274953,0.049764595,0.026809651,0.024128686,0.008042895,39460,30452,0.8475,0.8429,-0.0086,-1709.5,0.0237,1911,1.295809799,1.00545735
1,1,0,1,0,0,1,0,0,0,1,0,3,0.43,0.29,-0.023159018,0.027667984,0.012,0.044,0.021108179,0.021108179,0.007915567,35701,27849,0.9273,0.8438,0.0013,-3469.2,0.038,1952,1.281949083,1.098957099
1,1,0,0,0,0,0,1,0,0,0,1,4,0.59,0.32,-0.03998001,0.03196347,0.030612245,0.071428571,0.023195876,0.023195876,0.007731959,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,0,1,1,0,0,0,0,6,0.5,0.5,-0.058467181,0.030054645,0.019337017,0.052486188,0.02690583,0.023916293,0.010463378,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,0,1,1,0,0,0,0,6,0.55,0.46,-0.124507466,0.042505593,0.027522936,0.063073394,0.045679012,0.039506173,0.011111111,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,0,1,1,0,0,0,0,6,0.48,0.44,0.076606484,0.04028436,0.017429194,0.058823529,0.023980815,0.023980815,0.009592326,52645,32010,0.9564,0.9041,0.0041,-581,0.0112,5193,1.644642299,1.057847583
0,0,0,0,1,1,0,0,0,0,1,1,6,0.36,0.36,-0.014286108,0.019851117,0.022058824,0.037990196,0.01261034,0.011349306,0.00630517,60184,30676,0.9302,0.8803,0.0231,810,0.0145,2621,1.961924632,1.056685221
1,1,0,0,0,0,1,1,0,0,0,0,6,0.64,0.55,-0.0922573,0.027607362,0.015037594,0.129699248,0.051229508,0.047131148,0.014344262,44064,28970,0.9532,0.8765,-0.0296,4588.15,0.0466,4716,1.521021747,1.087507131
0,0,1,1,0,0,0,0,1,1,0,0,6,0.36,0.21,0.107107306,0.023460411,0.044594595,0.132432432,0.034246575,0.032534247,0.010273973,55646,32146,0.8457,0.8159,0.0163,326.25,0.0154,2303,1.731039632,1.036524084
0,0,1,0,1,1,0,0,0,0,1,1,5,0.56,0.44,0.020568256,0.008928571,0.053370787,0.148876404,0.052419355,0.044354839,0.012096774,47778,32551,0.8642,0.823,0.005,-571.5,0.0165,2697,1.467789008,1.050060753
1,1,0,0,0,0,1,1,0,0,0,0,6,0.44,0.44,0.012413361,0.06870229,0.018181818,0.054545455,0.037837838,0.027027027,0.014414414,56995,34438,0.9652,0.8212,-0.0127,7497.5,0.0083,5098,1.655003194,1.175353142
0,0,1,1,0,1,0,0,1,1,0,0,5,1,0.67,-0.060649102,0.024038462,0.043269231,0.108173077,0.026109661,0.023498695,0.005221932,50771,31494,0.9266,0.9273,0.0025,-959.25,0.012,1870,1.612084842,0.99924512
0,0,1,1,1,0,0,0,1,0,1,0,5,0.3,0.2,-0.051372198,0.146067416,0.024590164,0.06284153,0.021857923,0.021857923,0.010928962,56850,33669,0.8571,0.8551,0.0495,-12232.83,-0.0047,3018,1.688496837,1.002338908
1,1,0,0,0,0,1,1,0,0,0,0,6,0.33,0.33,0.00652259,0.070754717,0.043071161,0.112359551,0.043678161,0.03908046,0.013793103,41235,32106,0.9067,0.6571,0.0225,9128.33,0.024,3242,1.284339376,1.37985086
0,0,0,1,1,1,0,0,0,0,1,1,5,0.71,0.54,-0.110301439,0.01285347,0.050251256,0.149497487,0.033635188,0.025873221,0.006468305,48024,30451,0.9222,0.8843,-0.0123,345.17,0.034,3898,1.577091064,1.042858758
1,1,0,0,0,0,1,1,0,0,0,0,6,0.57,0.57,-0.097514124,0.066985646,0.0161712,0.035694708,0.013071895,0.009803922,0.009803922,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,0,1,1,0,0,0,0,6,0.33,0.33,-0.024901976,0.041551247,0.067204301,0.163978495,0.051229508,0.032786885,0.008196721,60282,27816,0.9829,0.8813,-0.0252,-1692.5,-0.018,3037,2.167169974,1.115284239
1,1,0,0,0,0,1,1,0,0,0,0,6,0.6,0.6,-0.015121029,0.049469965,0.022692138,0.056015656,0.021691974,0.021691974,0.013015184,60601,34097,0.9663,0.8288,0.0019,3008.25,0.0119,6024,1.777311787,1.16590251
1,1,0,0,0,0,1,1,0,0,0,0,6,0.77,0.69,-0.083418963,0.060606061,0.024822695,0.081560284,0.040852575,0.037300178,0.01598579,60185,36818,0.9085,0.7526,0.03,591.67,0.0165,7399,1.634662393,1.207148552
0,0,1,1,1,0,0,0,1,1,0,0,5,0.39,0.22,0.044503088,0.021276596,0.021390374,0.104278075,0.053140097,0.024154589,0.009661836,67037,32953,0.9112,0.8466,0.0008,3663.33,0.0062,2950,2.03432161,1.076305221
0,0,1,1,0,0,0,0,1,1,1,1,4,0.27,0.15,0.025560224,0.041811847,0.053164572,0.133755825,0.027522936,0.023853211,0.012844037,45886,31111,0.8489,0.8639,0.0657,217.67,0.046,2670,1.47491241,0.982636879
0,0,1,1,0,0,0,0,1,0,1,0,4,0.5,0.5,0.048101022,0.107142857,0.044247788,0.123893805,0.039548023,0.028248588,0,50582,33165,0.7902,0.6371,0.0067,-772,0.028,1636,1.525162068,1.240307644
0,0,0,1,0,1,0,0,1,1,0,0,4,0.86,0.43,-0.043753696,0.017142857,0.032828283,0.088383838,0.026548673,0.02359882,0.005899705,71112,45705,0.9778,0.9024,0.0084,1621.33,-0.0021,1748,1.55589104,1.083554965
0,0,0,0,1,1,0,0,0,0,1,1,6,0.5,0.43,-0.135045948,0.015444015,0.017045455,0.035984848,0.019553073,0.016759777,0.008379888,47774,32461,0.9382,0.8844,0.0904,2515.17,0.0345,4297,1.471735313,1.060832203
0,0,0,0,1,1,0,0,0,0,1,1,6,0.62,0.49,-0.133414793,0.034582133,0.029224493,0.06334833,0.032537961,0.032537961,0.006507592,48024,30451,0.9222,0.8843,-0.0123,345.17,0.034,3898,1.577091064,1.042858758
0,0,1,1,0,0,0,0,1,1,0,0,6,0.6,0.3,-0.080328199,0.014925373,0.054817841,0.158701785,0.031007752,0.023255814,0,69915,33950,0.9688,0.9307,-0.0481,2521.67,0.0212,2838,2.059351988,1.040936929
0,0,1,1,1,0,0,0,0,1,1,0,5,0.39,0.23,-0.071818061,0.075117371,0.12295082,0.268442623,0.068965517,0.056650246,0.014778325,35223,34259,0.7778,0.6786,0.1117,1429.33,-0.0196,-970,1.028138591,1.146183319
0,0,1,1,0,0,0,0,1,1,0,0,6,0.36,0.21,0.063897496,0.074074074,0.064356436,0.112211221,0.027334852,0.025056948,0.006833713,55646,32146,0.8457,0.8159,0.0163,326.25,0.0154,2303,1.731039632,1.036524084
0,0,0,0,1,1,0,0,0,0,1,1,6,0.65,0.57,0.023039923,0.025423729,0.010245902,0.020491803,0.010309278,0.010309278,0.005154639,45863,33294,0.9381,0.9083,0.0092,947.33,0.036,3579,1.377515468,1.032808543
0,0,0,0,1,1,0,0,0,0,1,1,6,0.36,0.36,-0.069097222,0.058823529,0.014285714,0.053061224,0.018817204,0.016129032,0.008064516,47891,35605,0.9136,0.8507,-0.0288,3054.75,0.0033,4175,1.345063896,1.073939109
1,1,0,0,0,0,0,1,0,0,0,1,4,0.59,0.32,0.027001654,0.04845815,0.043820225,0.097752809,0.039812646,0.037470726,0.010538642,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,0,0,0,0,1,0,1,0,0,0,1,4,0.44,0.25,-0.050199144,0.091743119,0.021126761,0.052816901,0.166666667,0,0,60184,30676,0.9302,0.8803,0.0231,810,0.0145,2621,1.961924632,1.056685221
1,1,0,0,0,0,1,1,0,0,0,0,6,0.55,0.46,-0.015822872,0.048231511,0.033232005,0.105018641,0.026929982,0.02513465,0.012567325,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
0,0,0,0,0,0,0,0,0,0,1,1,4,0.27,0.18,0.021709385,0.032142857,0.051785714,0.157142857,0.034567901,0.024691358,0.009876543,50333,33051,0.9077,0.8102,0.0086,-443.67,-0.011,3290,1.522888869,1.120340657
0,0,1,1,1,0,0,0,1,1,0,0,5,0.36,0.27,-0.05030722,0.100775194,0.031240926,0.07050121,0.038724374,0.036446469,0.011389522,48323,32744,0.8476,0.8029,-0.0023,-2966,0.0254,2259,1.475781823,1.055673185
0,0,1,1,0,0,0,0,1,1,0,0,6,0.42,0.19,0.026354098,0.008356546,0.073446328,0.121468927,0.020325203,0.010162602,0.006097561,51172,32392,0.9478,0.8054,-0.0158,1138.75,0.0196,1348,1.579772783,1.176806556
1,1,0,0,0,1,0,1,0,0,0,1,5,0.45,0.25,-0.035877126,0.053475936,0.026900717,0.053983565,0.027932961,0.026536313,0.005586592,50944,33268,0.9042,0.7735,0.1107,-84.75,0.0147,3756,1.53132139,1.168972204
0,0,0,0,0,0,0,0,0,0,1,1,4,0.27,0.18,-0.093667146,0.052083333,0.034172662,0.079136691,0.036290323,0.030241935,0.004032258,53843,30796,0.8947,0.7746,0.0677,-8451,0.0178,2329,1.748376413,1.155047767
1,0,0,1,1,0,1,0,1,1,0,0,4,0.7,0.3,-0.069786096,0.063241107,0.052325581,0.174418605,0.065268065,0.060606061,0.002331002,57882,36175,0.9348,0.8765,0.0129,-134.5,0.0014,3413,1.600055287,1.066514546
1,1,0,0,0,0,1,0,0,0,1,1,3,0.43,0.29,-0.10298103,0.03164557,0.059782609,0.076086957,0.050675676,0.033783784,0.003378378,42716,31152,0.9369,0.8844,0.0578,1762.8,0.0017,3280,1.371212121,1.05936228
1,0,1,0,0,0,0,1,1,1,1,0,2,0.5,0.25,0.030319285,0.032786885,0.02661597,0.072243346,0.030674847,0.012269939,0.00204499,42786,29201,0.9218,0.8985,0.0483,4174.33,0.0185,2633,1.465223794,1.025932109
0,0,1,0,1,1,0,0,0,0,1,1,5,0.56,0.44,-0.025433097,0.005494505,0.017000578,0.039668015,0.046296296,0.018518519,0,61495,29722,0.8667,0.7608,-0.002,2698.75,0.0169,4164,2.069006123,1.139195584
0,0,1,0,1,1,0,0,0,0,1,1,5,0.33,0.27,-0.038852786,0.008,0.021276596,0.040425532,0.031620553,0.031620553,0.003952569,60184,30676,0.9302,0.8803,0.0231,810,0.0145,2621,1.961924632,1.056685221
0,0,0,0,0,0,0,0,0,0,1,1,4,0.27,0.18,-0.004559556,0.026785714,0.033149171,0.066298343,0.037735849,0.033962264,0,45052,28950,0.8636,0.803,-0.0131,-2654.5,-0.0249,832,1.556200345,1.075466999
0,0,1,1,0,1,0,0,1,1,0,0,5,1,0.67,-0.050946793,0.023584906,0.029976019,0.061151079,0.019305019,0.016731017,0.003861004,50771,31494,0.9266,0.9273,0.0025,-959.25,0.012,1870,1.612084842,0.99924512
0,0,0,1,1,1,0,0,0,0,1,1,5,0.71,0.54,-0.187175443,0.031120332,0.02004717,0.037735849,0.03033839,0.025670945,0.007001167,48024,30451,0.9222,0.8843,-0.0123,345.17,0.034,3898,1.577091064,1.042858758
0,0,1,1,1,0,0,0,1,1,0,0,5,0.39,0.22,-0.058482516,0.022421525,0.025157233,0.056603774,0.030075188,0.030075188,0.011278195,67037,32953,0.9112,0.8466,0.0008,3663.33,0.0062,2950,2.03432161,1.076305221
0,0,0,0,1,1,0,0,0,0,1,1,6,0.62,0.49,-0.040524355,0.032019704,0.030076142,0.059073604,0.037037037,0.035087719,0.011695906,46158,30649,0.9365,0.8898,0.0182,-2168.33,0.0426,2142,1.506019772,1.052483704
0,0,1,1,0,0,0,0,1,1,0,0,6,0.6,0.3,-0.043245831,0.022613065,0.030456853,0.058375635,0.012631579,0.010526316,0.004210526,66694,39105,0.9654,0.8494,-0.0103,1833.67,0.0132,1961,1.705510804,1.136566988
1,1,0,0,0,0,0,1,0,0,0,1,4,0.59,0.32,-0.036418948,0.004032258,0.004807692,0.012019231,0.012931034,0.010775862,0.004310345,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,0,0,1,0,0,0,1,4,0.59,0.32,-0.043139629,0.00877193,0.034090909,0.082386364,0.023376623,0.018181818,0.007792208,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,1,0,1,0,0,0,1,5,0.45,0.25,-0.008548678,0.052023121,0.030501978,0.045324797,0.04587156,0.04587156,0.009174312,50944,33268,0.9042,0.7735,0.1107,-84.75,0.0147,3756,1.53132139,1.168972204
1,0,0,1,1,0,1,0,1,1,0,0,4,0.7,0.3,-0.083208499,0.060509554,0.051218324,0.133491715,0.05734767,0.055555556,0.008960573,57882,36175,0.9348,0.8765,0.0129,-134.5,0.0014,3413,1.600055287,1.066514546
0,0,1,1,0,0,0,0,1,1,1,1,4,0.33,0.33,-0.093331505,0.099236641,0.00390625,0.06640625,0.01953125,0.01953125,0.00390625,45886,31111,0.8489,0.8639,0.0657,217.67,0.046,2670,1.47491241,0.982636879
0,0,1,1,0,0,0,0,1,1,0,0,6,0.36,0.21,-0.040116402,0.065420561,0.055743243,0.192567568,0.023279352,0.023279352,0.010121457,55646,32146,0.8457,0.8159,0.0163,326.25,0.0154,2303,1.731039632,1.036524084
0,0,1,0,1,1,0,0,0,0,1,1,5,0.56,0.44,-0.044947338,0.022408964,0.086824124,0.288064468,0.021238938,0.021238938,0.008849558,47778,32551,0.8642,0.823,0.005,-571.5,0.0165,2697,1.467789008,1.050060753
0,0,1,1,0,0,0,0,1,1,0,0,6,0.42,0.19,0.043512044,0.029220779,0.02484472,0.071428571,0.026315789,0.026315789,0,51172,32392,0.9478,0.8054,-0.0158,1138.75,0.0196,1348,1.579772783,1.176806556
0,0,1,1,0,0,0,0,1,0,1,1,3,0.31,0.19,-0.01886209,0.131455399,0.012195122,0.056097561,0.029268293,0.029268293,0.009756098,45886,31111,0.8489,0.8639,0.0657,217.67,0.046,2670,1.47491241,0.982636879
0,0,0,1,1,0,0,0,1,0,1,0,4,0.33,0.22,-0.062422051,0.083102493,0.037647059,0.128235294,0.032075472,0.032075472,0.001886792,43522,30236,0.8273,0.8595,-0.0522,5795,0.0107,4022,1.439409975,0.962536358
