types,Set,Sch_code,SCHOOL,Dep_code,department,Sch_dep_code,Sch_dep,groupnumber,groupname,groupname_number,subgroupnumber,subgroupname,subgroupname_number,Numofstudents,Numofteachers,Numofgraduates,Country,System,Teacherstudentratio,NumberofFirstgrade,NumberofSecondgrade,NumberofThirdgrade,NumberofFourthgrade,Numberofseniorsandabove,Numberofdelaypeople,Decliningrate,Delayrate,numberofteachers,assistantproratio,lecturersandaboveratio,lecturersandaboverationum,lecturersandabovenum,Pro_vs_AssociateProfessorandLecturer,Averagehoursperweek_rofessors,Averagehoursperweek_associateprofessor,Averagehoursperweek_assistantprofessors,Averagehoursperweek_lecturers,Averagehoursperweek_otherteachers,Graduationscore,Professionalcreditratio,General_commoncreditratio,Graduationprofessionalscore,GraduationGeneralCommonAcademicScores,Graduationinternshipscore,Graduationothergraduationscores,Collegestudentinterestcode,interestcodeR_stu,interestcodeI_stu,interestcodeA_stu,interestcodeS_stu,interestcodeE_stu,interestcodeC_stu,Hollandcode_two,interestcodeR_voc,interestcodeI_voc,interestcodeA_voc,interestcodeS_voc,interestcodeE_voc,interestcodeC_,Hitrate,Hollandcodefirst,Firstcodepercentage,Twocodespercentage,StudySuspensionrate,TotalSuspensionrate,Suspension_academic_interest,studentinSuspension,Suspension_semester,Suspension_semester_academic,Suspension_semester_interest,Suspension_semesterend,Suspension_semesterendr_academic,Suspension_semesterend_interest,Dropoutrate,Dropoutrate_interest,dropoutrateduetointerest,studentindropouts,dropouts,dropouts_academic,dropouts_interest,dropouts_overdue,dropouts_suspension,salaryafter3yr_99schyr_master,salaryafter3yr_99schyr_inservicemaster,salaryafter3yr_99schyr_bachelor,salaryafter3yr_99schyr_academicyear,salaryafter3yr_99schyr_dayspecialist,salaryafter3yr_99schyr_trainingspecialist,salaryafter4yr_99schyr_master,salaryafter4yr_99schyr_inservicemaster,salaryafter4yr_99schyr_bachelor,salaryafter4yr_99schyr_academicyear,salaryafter4yr_99schyr_dayspecialist,salaryafter4yr_99schyr_trainingspecialist,salaryafter3yr_00schyr_master,salaryafter3yr_00schyr_inservicemaster,salaryafter3yr_00schyr_bachelor,salaryafter3yr_00schyr_academicyear,salaryafter3yr_00schyr_dayspecialist,salaryafter3yr_00schyr_trainingspecialist,emplorateafter3yr_99schyr_master,emplorateafter3yr_99schyr_inservicemaster,emplorateafter3yr_99schyr_bachelor,emplorateafter3yr_99schyr_academicyear,emplorateafter3yr_99schyr_dayspecialist,emplorateafter3yr_99schyr_trainingspecialist,emplorateafter4yr_99schyr_master,emplorateafter4yr_99schyr_inservicemaster,emplorateafter4yr_99schyr_bachelor,emplorateafter4yr_99schyr_academicyear,emplorateafter4yr_99schyr_dayspecialist,emplorateafter4yr_99schyr_trainingspecialist,emplorateafter3yr_00schyr_master,emplorateafter3yr_00schyr_inservicemaster,emplorateafter3yr_00schyr_bachelor,emplorateafter3yr_00schyr_academicyear,emplorateafter3yr_00schyr_dayspecialist,emplorateafter3yr_00schyr_trainingspecialist,emplorateGrowthratebysch,salarychangesbysch,emplorateGrowthratebysyr,salarychangesbyyr,Holland_1_code,salary_mas_vs_bach,emplorate_mas_vs_bach
general,private,1003,Soochow University,5411025,Mathematics,1.00E+11,Mathematics of Soochow University,3,"Mathematical,  Physics and Chemistry","3.Mathematical,  Physics and Chemistry",15,Mathematics,15.Mathematics,236,8,51,30 Taipei City,general,0.0339,60,53,49,52,0,22,-0.043637958,0.093220339,8,1,1,8,8,19.33,9,9.33,0,0,0,128,0.65625,0.21875,84,28,0,16,CRI,1,1,0,0,0,1,CI,0,1,0,0,0,1,5,C,0.45,0.25,0.03187251,0.059760956,0.005976096,502,16,0,3,30,0,3,0.053648069,0.053648069,0.008583691,466,25,18,4,1,2,50.771,82.542,33.096,29.143,,,56.24,84.175,37.087,33.073,,,50.944,81.047,33.268,29.954,,,0.8779,1,0.7982,1,,,0.8725,1,0.8624,1,,,0.9042,1,0.7735,0.5556,,,0.1107,-0.08475,0.0147,3.756,C,1.53132139,1.168972204
general,private,1003,Soochow University,2221006,History,1.00E+11,History of Soochow University,13,"Literature, History and Philosophy","13.Literature, History and Philosophy",85,History,85.History,302,11,48,30 Taipei City,general,0.0364,70,61,63,69,0,39,-0.000182149,0.129139073,11,1,1,11,11,1.916,9.67,8.49,9,0,0,128,0.65625,0.21875,84,28,0,16,SEA,0,0,1,1,1,0,SA,0,0,1,1,0,0,5,S,0.36,0.27,0.05017301,0.077854671,0.012110727,578,29,0,3,45,0,7,0.03887689,0.034557235,0.002159827,463,18,4,1,3,8,53.666,77.93,30.347,36.831,,,54.735,80.793,33.817,38.466,,,48.323,78.868,32.744,26.975,,,0.809,0.9934,0.756,0.8804,,,0.8596,0.9934,0.8179,0.8696,,,0.8476,0.9885,0.8029,0.8088,,,-0.0023,-2.966,0.0254,2.259,S,1.475781823,1.055673185
general,private,1001,Donghae University,7191044,Industrial Engineering and Business Information,1.00E+11,Industrial Engineering and Business Information of Donghae University,16,Management,16.Management,107,Science and Technology Management,107.Science and Technology Management,572,16,116,19 Taichung City,general,0.028,157,138,125,116,8,28,-0.095740669,0.048951049,16,1,1,16,16,1.120171674,6.58,8.08,12.98,0,0,135,0.644444444,0.207407407,87,28,0,19,ECR,1,0,0,0,1,1,EC,0,0,0,0,1,1,5,E,0.4,0.33,0.028440367,0.060550459,0.025688073,1090,31,5,9,66,10,18,0.051535088,0.051535088,0.014254386,912,47,13,13,0,21,49.903,75.69,30.51,37.539,25.583,32.837,59.148,80.338,34.554,40.35,29.878,33.908,56.009,86.826,30.596,37.058,31.106,33.111,0.9617,0.9673,0.8813,0.927,0.6949,0.6129,0.9681,0.9447,0.8932,0.9155,0.7879,0.875,0.9583,0.9789,0.8867,0.9225,0.7692,1,-0.0784,3.774,0.0565,4.352,E,1.830598771,1.080748844
general,private,1001,Donghae University,2123011,Industrial Design,1.00E+11,Industrial Design of Donghae University,8,Architecture and Design,8.Architecture and Design,56,Industrial Design,56.Industrial Design,209,10,61,19 Taichung City,general,0.0478,45,42,51,48,8,15,0.029598506,0.071770335,10,1,1,10,10,1.524501885,12.74,14.57,17.57,0,0,128,0.65625,0.21875,84,28,2,14,A,0,0,1,0,0,0,AE,0,0,1,0,1,0,5,A,0.5,0.2,0.029850746,0.126865672,0.041044776,268,8,1,2,34,5,6,0.04009434,0.030660377,0.011792453,424,17,0,5,0,8,37.517,72.363,27.422,29.008,17.816,,43.666,79.396,29.64,31.18,19.167,,39.943,71.311,27.968,29.413,24.693,,0.9365,0.9231,0.8779,0.8668,0.5833,,0.8974,0.9231,0.9028,0.8533,0.8333,,0.8996,0.9208,0.8815,0.8676,0.6667,,-0.0097,1.8404,0.0445,3.785,A,1.428167906,1.020533182
general,private,1001,Donghae University,2322004,Chinese Literature,1.00E+11,Chinese Literature of Donghae University,13,"Literature, History and Philosophy","13.Literature, History and Philosophy",84,Chinese Language and Literature,84.Chinese Language and Literature,535,17,120,19 Taichung City,general,0.0318,122,110,132,129,16,26,0.026304024,0.048598131,17,0.941176471,1,16,17,1.002029427,10.25,8.5,9.71,9,0,128,0.6796875,0.234375,87,30,0,11,AS,0,0,1,1,0,0,SA,0,0,1,1,0,0,6,A,0.36,0.21,0.032801418,0.093971631,0.031028369,1128,37,10,5,106,27,8,0.04284412,0.040109389,0.012762078,1097,47,12,14,1,17,52.56,80.014,31.029,30.97,,,55.031,81.433,33.926,33.393,,,55.646,78.315,32.146,29.771,,,0.8739,0.9708,0.8268,0.8768,,,0.8889,0.9679,0.8582,0.8949,,,0.8457,0.979,0.8159,0.8427,,,0.0163,0.32625,0.0154,2.303,A,1.731039632,1.036524084
general,private,1001,Donghae University,7111042,Chemical Engineering and Materials Engineering,1.00E+11,Chemical Engineering and Materials Engineering of Donghae University,2,Engineering,2.Engineering,10,Chemical Engineering,10.Chemical Engineering,504,13,127,19 Taichung City,general,0.0258,133,141,108,97,1,24,-0.091914676,0.047619048,13,1,1,13,13,1.823,7.73,9.5,9,0,0,137,0.751824818,0.204379562,103,28,0,6,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.56,0.33,0.020153551,0.047024952,0.022072937,1042,21,4,6,49,8,15,0.056508577,0.053481332,0.009081736,991,56,31,9,0,13,50.853,58.101,33.872,34.071,27.195,29.845,61.357,63.33,39.091,37.518,29.658,26.175,54.061,63.339,35.251,33.115,25.58,,0.9567,0.9552,0.8894,0.9269,0.6216,0.6,0.964,0.9853,0.9072,0.9236,0.7045,0.8,0.9551,0.9863,0.8842,0.9267,0.4118,,-0.0079,3.2797,0.0558,3.865,I,1.533601884,1.080185478
general,private,1001,Donghae University,2311007,Japanese Language and Culture,1.00E+11,Japanese Language and Culture of Donghae University,12,Foreign Languages,12.Foreign Languages,81,Japanese Literature,81.Japanese Literature,485,15,106,19 Taichung City,general,0.0309,109,118,119,107,0,32,-0.003265651,0.065979381,15,0.933333333,1,14,15,0.428399035,0,9.65,10.46,13.4,0,132,0.681818182,0.212121212,90,28,0,14,AS,0,0,1,1,0,0,"AE,EC,CE",0,0,1,0,1,1,3,A,0.31,0.19,0.024590164,0.068647541,0.024590164,976,24,10,3,67,13,11,0.022540984,0.017418033,0.00204918,976,22,4,2,1,10,47.592,68.581,30.313,34.68,25.862,33.818,49.715,70.862,33.103,36.733,27.346,39.109,45.886,70.527,31.111,34.138,25.044,35.446,0.8865,0.9857,0.8462,0.8512,0.462,0.8197,0.8972,0.9786,0.8694,0.8651,0.6645,0.8525,0.8489,0.9728,0.8639,0.8481,0.4773,0.4464,0.0657,0.21767,0.046,2.67,A,1.47491241,0.982636879
general,private,1001,Donghae University,2311005,Foreign Languages and Literature,1.00E+11,Foreign Languages and Literature of Donghae University,12,Foreign Languages,12.Foreign Languages,79,English Literature,79.English Literature,468,22,105,19 Taichung City,general,0.047,113,109,117,106,0,23,-0.01867361,0.049145299,22,0.909090909,1,20,22,0.736954662,6,10.23,10.38,12,0,128,0.6171875,0.1875,79,24,0,25,AS,0,0,1,1,0,0,"SA,CE",0,0,1,1,1,1,4,A,0.27,0.15,0.013800425,0.041401274,0.005307856,942,13,0,2,39,0,5,0.027322404,0.026229508,0.007650273,915,25,1,7,0,16,47.592,68.581,30.313,34.68,25.862,33.818,49.715,70.862,33.103,36.733,27.346,39.109,45.886,70.527,31.111,34.138,25.044,35.446,0.8865,0.9857,0.8462,0.8512,0.462,0.8197,0.8972,0.9786,0.8694,0.8651,0.6645,0.8525,0.8489,0.9728,0.8639,0.8481,0.4773,0.4464,0.0657,0.21767,0.046,2.67,A,1.47491241,0.982636879
general,private,1001,Donghae University,5111028,Life Sciences,1.00E+11,Life Sciences of Donghae University,5,Life Sciences,5.Life Sciences,35,Life Sciences,35.Life Sciences,382,17,88,19 Taichung City,general,0.0445,86,97,89,91,4,15,0.022634887,0.039267016,17,1,1,17,17,1.716174975,7.04,8.83,8.83,0,0,128,0.4375,0.21875,56,28,0,44,IR,1,1,0,0,0,0,"RI,IR",1,1,0,0,0,0,6,IR,0.33,0.33,0.039506173,0.085185185,0.039506173,810,32,4,10,69,6,26,0.03238342,0.029792746,0.016839378,772,25,3,13,0,7,43.082,69.141,30.943,,,,46.489,72.018,34.384,,,,41.235,97.21,32.106,,,,0.9107,1,0.7207,,,,0.9063,1,0.797,,,,0.9067,1,0.6571,,,,0.0225,9.12833,0.024,3.242,I,1.284339376,1.37985086
general,private,1001,Donghae University,4134016,Administration and Policy,1.00E+11,Administration and Policy of Donghae University,15,Law and Politics,15.Law and Politics,101,Administration,101.Administration,287,9,69,19 Taichung City,general,0.0314,74,75,64,74,17,13,0.007698949,0.045296167,9,1,1,9,9,2.014166667,12,11.17,11,0,0,128,0.671875,0.21875,86,28,0,14,ECA,0,0,1,0,1,1,EC,0,0,0,0,1,1,5,E,0.56,0.44,0.023659306,0.094637224,0.023659306,634,15,4,2,60,11,4,0.048543689,0.045307443,0.009708738,618,30,5,6,0,17,50.556,84.248,31.277,30.677,,,53.098,85.242,34.898,34.307,,,47.778,83.503,32.551,30.64,,,0.9073,0.9589,0.8178,0.854,,,0.9154,0.9475,0.8577,0.8832,,,0.8642,0.9576,0.823,0.8734,,,0.005,-0.5715,0.0165,2.697,E,1.467789008,1.050060753
general,private,1001,Donghae University,4211027,Law,1.00E+11,Law of Donghae University,15,Law and Politics,15.Law and Politics,98,Law,98.Law,862,17,157,19 Taichung City,general,0.0197,190,196,197,196,59,24,0.010534949,0.027842227,17,1,1,17,17,1.789767442,7.67,10.57,9.75,0,0,138,0.702898551,0.202898551,97,28,0,13,EA ECS,0,0,1,1,1,1,CE,0,0,0,0,1,1,4,CE,0.36,0.21,0.046631636,0.127692385,0.024430872,1801,84,21,2,230,38,6,0.043937709,0.038932147,0.005005562,1798,79,8,9,2,51,74.471,95.609,35.693,45.918,,,79.574,101.917,39.475,48.365,,,74.074,104.846,34.554,37.981,,,0.8735,0.9448,0.6427,0.773,,,0.8801,0.9034,0.7368,0.8098,,,0.8597,0.8944,0.6386,0.7514,,,0.0225,-0.059,0.024,4.41,C,2.143717081,1.34622612
general,private,1001,Donghae University,9231053,Social Work,1.00E+11,Social Work of Donghae University,10,Social and Psychology,10.Social and Psychology,68,Social Work,68.Social Work,615,13,149,19 Taichung City,general,0.0211,147,149,143,146,17,13,-0.001894664,0.021138211,13,1,1,13,13,2.202105263,8.75,11.17,8.5,0,0,132,0.674242424,0.212121212,89,28,4,11,SEC,0,0,0,1,1,1,SI,0,1,0,1,0,0,3,S,0.59,0.18,0.029826787,0.063775084,0.02180937,1238,37,16,2,79,24,3,0.01600674,0.01600674,0.00336984,1187,19,3,4,2,10,47.057,62.76,33.049,35.006,,,49.602,67.49,35.184,35.673,,,47.556,70.088,32.77,35.627,,,0.9591,1,0.9034,0.9378,,,0.9638,1,0.9183,0.9355,,,0.9697,1,0.91,0.9309,,,-0.0026,2.04225,0.0043,2.519,S,1.451205371,1.065604396
general,private,1001,Donghae University,3141014,Sociology,1.00E+11,Sociology of Donghae University,10,Social and Psychology,10.Social and Psychology,67,Sociology,67.Sociology,572,12,118,19 Taichung City,general,0.021,131,123,141,131,24,22,0.004783592,0.038461538,12,1,1,12,12,1.446829268,5.5,8.33,9.25,0,0,128,0.53125,0.21875,68,28,0,32,EAS,0,0,1,1,1,0,SA,0,0,1,1,0,0,5,S,0.39,0.22,0.031195841,0.089254766,0.032062392,1154,36,10,4,103,30,7,0.02880288,0.02790279,0.00810081,1111,32,2,9,1,19,61.633,73.218,31.375,,,,65.024,74.249,35.802,,,,67.037,77.226,32.953,,,,0.9323,0.987,0.8208,,,,0.9139,0.9744,0.8703,,,,0.9112,0.98,0.8466,,,,0.0008,3.66333,0.0062,2.95,S,2.03432161,1.076305221
general,private,1001,Donghae University,7311048,Architecture,1.00E+11,Architecture of Donghae University,8,Architecture and Design,8.Architecture and Design,62,Architecture,62.Architecture,254,16,39,19 Taichung City,general,0.063,58,55,47,41,36,17,-0.108279419,0.066929134,16,0.9375,1,15,16,0.839686862,13,10.67,14.38,14,0,161,0.708074534,0.173913043,114,28,0,19,AR,1,0,1,0,0,0,"AE,SA,AI",0,1,1,1,1,0,2,A,0.5,0.25,0.034693878,0.102040816,0.051020408,490,17,6,3,50,13,12,0.063265306,0.055102041,0.014285714,490,31,1,7,0,19,39.013,68.892,29.411,33.635,25.888,30.045,41.826,72.127,32.214,35.287,30.381,30.848,42.786,75.862,29.201,34.948,26.736,42.397,0.9167,0.9468,0.9067,0.9007,0.5897,0.9444,0.9088,0.9468,0.9176,0.9155,0.6829,0.9444,0.9218,0.9091,0.8985,0.903,0.4146,0.8684,0.0483,4.17433,0.0185,2.633,A,1.465223794,1.025932109
general,private,1001,Donghae University,2131002,Fine Arts,1.00E+11,Fine Arts of Donghae University,9,Art,9.Art,63,Fine Arts,63.Fine Arts,501,12,102,19 Taichung City,general,0.024,112,116,111,109,37,16,-0.00846906,0.031936128,12,0.833333333,1,10,12,0.762197802,6.67,9.67,12.25,9.5,0,128,0.65625,0.21875,84,28,0,16,AS,0,0,1,1,0,0,AR,1,0,1,0,0,0,4,A,0.5,0.4,0.050295858,0.129191321,0.018737673,1014,51,7,3,131,14,5,0.04973545,0.04021164,0.007407407,945,47,2,7,1,28,43.291,66.311,29.377,41.241,,,46.697,68.795,32.159,40.321,,,42.788,71.641,29.187,34.942,,,0.7353,0.8807,0.7573,0.705,,,0.7745,0.875,0.7883,0.705,,,0.8111,0.8426,0.7804,0.7212,,,-0.0193,-0.4155,0.0161,1.938,A,1.465995135,1.039338801
general,private,1001,Donghae University,7211052,Food Science,1.00E+11,Food Science of Donghae University,6,Bioresources,6.Bioresources,47,Food Biotechnology,47.Food Biotechnology,454,11,115,19 Taichung City,general,0.0242,104,108,116,111,0,15,0.023144055,0.033039648,11,1,1,11,11,2.020916335,7.89,11.4,9.04,0,0,128,0.7109375,0.21875,91,28,0,9,RI,1,1,0,0,0,0,RI,1,1,0,0,0,0,6,R,0.5,0.5,0.017708333,0.042708333,0.013541667,960,17,2,4,41,2,11,0.018619934,0.017524644,0.004381161,913,17,2,4,0,10,36.591,54.332,26.469,27.629,22.993,,41.605,52.701,29.405,30.095,25.96,,38.367,59.638,27.171,28.467,21.367,,0.9474,0.9821,0.8554,0.8661,0.6471,,0.9443,0.9821,0.8915,0.878,0.7222,,0.9663,0.9683,0.865,0.8462,0.5833,,0.0138,1.3992,0.024,2.35,R,1.412056973,1.117109827
general,private,1001,Donghae University,2231010,philosophy,1.00E+11,philosophy of Donghae University,13,"Literature, History and Philosophy","13.Literature, History and Philosophy",86,Philosophy,86.Philosophy,320,11,51,19 Taichung City,general,0.0344,68,58,73,76,19,26,0.050885919,0.08125,11,1,1,11,11,1.746666667,6.17,11.17,9.5,0,0,128,0.53125,0.21875,68,28,0,32,AS,0,0,1,1,0,0,SA,0,0,1,1,0,0,6,S,0.64,0.36,0.057222795,0.121389113,0.044728435,626,36,9,3,76,22,6,0.059130435,0.053913043,0.017391304,575,34,11,10,0,10,46.822,84.432,30.394,30.334,,,47.206,85.732,33.977,35.987,,,55.445,86.344,35.148,31.459,,,0.7879,0.8551,0.788,0.9259,,,0.7879,0.8261,0.8269,0.9259,,,0.8462,0.9322,0.8071,0.8571,,,-0.0214,4.1035,0.0025,2.73,S,1.577472402,1.04844505
general,private,1001,Donghae University,8112051,Livestock and Biotechnology,1.00E+11,Livestock and Biotechnology of Donghae University,6,Bioresources,6.Bioresources,40,Animal Science,40.Animal Science,396,13,99,19 Taichung City,general,0.0328,97,105,91,90,0,13,-0.020616039,0.032828283,13,1,1,13,13,1.803088803,9.71,12.64,11.95,0,0,128,0.5234375,0.21875,67,28,14,19,IR,1,1,0,0,0,0,RI,1,1,0,0,0,0,6,R,0.56,0.33,0.013740711,0.037506484,0.01625,800,11,4,1,30,7,6,0.049056604,0.049056604,0.018867925,795,39,6,15,1,17,39.677,62.438,27.851,29.777,,,44.302,60.439,30.457,34.396,,,42.664,62.542,30.968,30.733,,,0.9383,0.8571,0.7924,0.7778,,,0.9259,0.8571,0.8397,0.7778,,,0.9091,1,0.7883,0.64,,,0.007,1.791,0.0087,2.463,R,1.377680186,1.153241152
general,private,1001,Donghae University,4121024,Finance and Finance,1.00E+11,Finance and Finance of Donghae University,17,Finance and Economics,17.Finance and Economics,116,Finance and Finance,116.Finance and Finance,579,12,150,19 Taichung City,general,0.0207,140,134,141,141,3,20,0.003127221,0.034542314,12,1,1,12,12,1.92674316,9.13,11.7,10.33,0,0,128,0.703125,0.21875,90,28,0,10,EC,0,0,0,0,1,1,CE,0,0,0,0,1,1,6,C,0.5,0.43,0.018883415,0.036945813,0.011494253,1218,23,4,7,45,5,9,0.020210896,0.019332162,0.001757469,1138,23,8,2,0,12,49.353,88.168,32.166,36.617,22.887,34.905,57.129,93.077,35.652,38.887,26.317,38.813,47.774,88.512,32.461,34.283,25.377,50.78,0.9234,0.9624,0.864,0.9036,0.587,0.9655,0.9451,0.9624,0.8992,0.895,0.78,0.931,0.9382,0.9705,0.8844,0.9039,0.6071,0.3594,0.0904,2.51517,0.0345,4.297,C,1.471735313,1.060832203
general,private,1001,Donghae University,4141023,International Business and Trade,1.00E+11,International Business and Trade of Donghae University,17,Finance and Economics,17.Finance and Economics,117,International Business,117.International Business,727,14,188,19 Taichung City,general,0.0193,179,171,176,171,0,30,-0.014620687,0.041265475,14,1,1,14,14,1.761481481,10.08,12.7,12.5,0,0,128,0.640625,0.21875,82,28,0,18,EC,0,0,0,0,1,1,EC,0,0,0,0,1,1,6,E,0.62,0.49,0.014725569,0.03145917,0.013386881,1494,22,2,8,47,2,18,0.010217984,0.010217984,0.004087193,1468,15,3,6,0,6,45.938,82.117,30.02,32.603,25.73,31.007,50.975,81.953,33.255,34.59,27.38,32.112,46.158,70.54,30.649,33.896,27.452,25.71,0.9015,0.9263,0.8878,0.91,0.5823,0.8824,0.9545,0.9158,0.9126,0.91,0.7562,0.8971,0.9365,1,0.8898,0.8924,0.5294,0.7333,0.0182,-2.16833,0.0426,2.142,E,1.506019772,1.052483704
general,private,1001,Donghae University,4111018,Accounting,1.00E+11,Accounting of Donghae University,17,Finance and Economics,17.Finance and Economics,115,Accounting,115.Accounting,569,11,155,19 Taichung City,general,0.0193,133,134,137,133,20,12,0.000236592,0.021089631,11,1,1,11,11,1.83562753,10.07,11.6,11.35,0,0,128,0.5390625,0.21875,69,28,0,31,CE,0,0,0,0,1,1,CE,0,0,0,0,1,1,6,C,0.65,0.57,0.022816092,0.052413793,0.026271186,1180,27,13,3,62,22,9,0.025618375,0.022968198,0.003533569,1132,29,7,4,0,15,45.472,79.675,32.899,33.585,23.763,35.634,51.767,84.151,35.913,35.978,27.437,37.257,45.863,79.468,33.294,34.862,23.827,39.398,0.9408,0.9617,0.8996,0.9199,0.459,0.9,0.9409,0.9522,0.9157,0.9137,0.6748,0.9,0.9381,0.9495,0.9083,0.9217,0.4956,0.8125,0.0092,0.94733,0.036,3.579,C,1.377515468,1.032808543
general,private,1001,Donghae University,3111012,Economics,1.00E+11,Economics of Donghae University,17,Finance and Economics,17.Finance and Economics,120,Economics,120.Economics,742,17,191,19 Taichung City,general,0.0229,178,191,169,171,0,33,-0.010105073,0.044474394,17,0.941176471,1,16,17,0.86585913,8.63,9.67,9.29,12,0,128,0.6328125,0.21875,81,28,0,19,EC,0,0,0,0,1,1,EC,0,0,0,0,1,1,6,EI,0.36,0.36,0.019667611,0.041347769,0.013131976,1523,30,7,7,63,9,11,0.03030303,0.028985507,0.0085639,1518,46,11,13,1,19,45.02,73.259,34.767,34.288,,,50.19,78.667,39.562,35.613,,,47.891,81.947,35.605,34.11,,,0.8502,0.9357,0.8472,0.92,,,0.8742,0.9007,0.8708,0.9205,,,0.9136,0.9701,0.8507,0.9339,,,-0.0288,3.05475,0.0033,4.175,E,1.345063896,1.073939109
general,private,1001,Donghae University,7141039,Information Engineering,1.00E+11,Information Engineering of Donghae University,1,Information,1.Information,1,Information Engineering,1.Information Engineering,669,19,146,19 Taichung City,general,0.0284,163,158,145,152,18,33,-0.021559155,0.049327354,19,1,1,19,19,1.815207781,8.52,11.01,10.31,0,0,128,0.7109375,0.21875,91,28,0,9,RI,1,1,0,0,0,0,IC,0,1,0,0,0,1,4,I,0.59,0.32,0.026458417,0.065013092,0.024205749,1322,35,11,7,86,19,13,0.057971014,0.054919908,0.012204424,1311,76,12,16,1,43,56.046,80.246,30.849,34.305,25.63,33.016,68.887,86.921,35.771,37.564,28.137,34.081,62.298,84.755,31.68,34.913,28.66,37.269,0.9543,0.9729,0.88,0.924,0.7923,0.8649,0.969,0.974,0.9112,0.9358,0.8394,0.893,0.9653,0.9849,0.8843,0.8963,0.6714,0.8913,0.0158,3.24717,0.0223,5.212,I,1.966477273,1.091597874
general,private,1001,Donghae University,6131036,Information Management,1.00E+11,Information Management of Donghae University,16,Management,16.Management,105,Information Management,105.Information Management,284,8,68,19 Taichung City,general,0.0282,66,75,66,70,0,7,0.025656566,0.024647887,8,1,1,8,8,1.369863014,11,8,13.6,0,0,128,0.7109375,0.21875,91,28,0,9,RC,1,0,0,0,0,1,IC,0,1,0,0,0,1,4,I,0.44,0.25,0.014084507,0.035211268,0.01056338,568,8,3,1,20,4,2,0.027777778,0.026041667,0.003472222,576,16,7,2,0,6,60.023,117.472,30.508,37.254,24.435,,64.511,122.025,33.779,39.284,23.196,,60.184,113.98,30.676,39.189,29.713,,0.9451,0.9532,0.8736,0.9101,0.8421,,0.9508,0.9388,0.902,0.905,0.9,,0.9302,0.941,0.8803,0.9071,0.75,,0.0231,0.81,0.0145,2.621,I,1.961924632,1.056685221
general,private,1001,Donghae University,7141037,Electrical Engineering,1.00E+11,Electrical Engineering of Donghae University,2,Engineering,2.Engineering,2,Electrical Engineering,2.Electrical Engineering,321,9,53,19 Taichung City,general,0.028,75,83,76,74,0,13,-0.001328824,0.040498442,9,1,1,9,9,1.439259259,6.85,11.58,12.5,0,0,128,0.6875,0.21875,88,28,0,12,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.55,0.46,0.00204918,0.014344262,0.012295082,488,1,1,0,7,4,2,0.043643264,0.041745731,0.009487666,527,23,12,5,0,5,56.046,80.246,30.849,34.305,25.63,33.016,68.887,86.921,35.771,37.564,28.137,34.081,62.298,84.755,31.68,34.913,28.66,37.269,0.9543,0.9729,0.88,0.924,0.7923,0.8649,0.969,0.974,0.9112,0.9358,0.8394,0.893,0.9653,0.9849,0.8843,0.8963,0.6714,0.8913,0.0158,3.24717,0.0223,5.212,I,1.966477273,1.091597874
general,private,1001,Donghae University,10131054,Hospitality Management,1.00E+11,Hospitality Management of Donghae University,16,Management,16.Management,113,Hospitality Management,113.Hospitality Management,333,10,82,19 Taichung City,general,0.03,95,87,70,71,1,9,-0.08844237,0.027027027,10,1,1,10,10,1.428837209,4,10.36,9.75,0,0,128,0.6484375,0.21875,83,28,4,13,ESA,0,0,1,1,1,0,EC,0,0,0,0,1,1,3,ES,0.28,0.28,0.018575851,0.037151703,0.00619195,646,12,3,1,24,3,1,0.026058632,0.026058632,0.003257329,307,8,1,1,0,6,40.371,62.931,28.222,28.624,26.256,28.616,42.206,65.383,30.856,30.458,28.048,31.145,42.816,63.229,29.143,28.957,25.576,30.696,0.8627,0.9091,0.8769,0.8728,0.773,0.8153,0.9216,0.8864,0.9017,0.887,0.8226,0.8322,0.961,0.9677,0.8845,0.8204,0.7835,0.7012,-0.0014,0.8995,0.0236,2.179,E,1.469169269,1.086489542
general,private,1001,Donghae University,5331032,Applied Physics,1.00E+11,Applied Physics of Donghae University,3,"Mathematical,  Physics and Chemistry","3.Mathematical,  Physics and Chemistry",17,Physics,17.Physics,306,16,80,19 Taichung City,general,0.0523,69,70,75,69,1,22,0.001973775,0.071895425,16,1,1,16,16,21.6,9.2,11.4,0,0,0,128,0.59375,0.21875,76,28,0,24,IR,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.77,0.69,0.027859238,0.063049853,0.024926686,682,19,7,3,43,10,7,0.054545455,0.054545455,0.011570248,605,33,14,7,0,12,57.053,79.256,32.837,,,,70.06,83.133,38.149,,,,60.185,73.918,36.818,,,,0.9362,1,0.7674,,,,0.9525,1,0.8006,,,,0.9085,0.9524,0.7526,,,,0.03,0.59167,0.0165,7.399,I,1.634662393,1.207148552
